Suburb,Address,Rooms,Type,Price,Method,agentName,Date,Distance,Postcode,Bathroom,parkingSpot,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,hasGarden,hasSwimmingPool,hasFence,propertyId,isLandCleared,numberOfSharedWalls,numberOfLevels,underConstruction,agentId,buyerName,buyerId,gender,age,floorLevel,hasBalcony,transactionId,hasElevator
Camberwell,4 Range St,3,h,2000000,S,Jellis,12/06/2016,7.8,3124,1,2,821,105,1925,Boroondara City Council,-37.8459,145.0644,Southern Metropolitan,8920,FALSE,FALSE,TRUE,3266,TRUE,0,0,FALSE,1,Dimoula Spantis,2675,F,26,0,TRUE,2088,FALSE
Camberwell,163 Through Rd,3,h,1302000,S,Fletchers,12/06/2016,7.8,3124,1,1,427,115,1938,Boroondara City Council,-37.8367,145.0934,Southern Metropolitan,8920,TRUE,FALSE,TRUE,27267,TRUE,0,0,FALSE,54,Mr Arthur Hope,2676,F,38,0,FALSE,2089,FALSE
Camberwell,13 Grace St,3,h,1622000,SP,Noel,12/11/2016,7.8,3124,1,1,544,160,1930,Boroondara City Council,-37.8436,145.0581,Southern Metropolitan,8920,FALSE,FALSE,FALSE,1886,TRUE,0,0,FALSE,51,Natalia Dalakou,2680,M,79,0,FALSE,2092,FALSE
Camberwell,3/220 Warrigal Rd,2,u,435000,SP,LITTLE,12/11/2016,7.8,3124,1,1,896,77,1960,Boroondara City Council,-37.8479,145.0958,Southern Metropolitan,8920,FALSE,FALSE,FALSE,4009,TRUE,0,0,FALSE,10,Jamie Williams-Williams,2684,F,61,0,FALSE,2094,FALSE
Camberwell,6 Gavan St,3,h,1780000,S,Fletchers,15/10/2016,7.8,3124,1,1,769,133,1930,Boroondara City Council,-37.8482,145.0949,Southern Metropolitan,8920,FALSE,FALSE,TRUE,6294,TRUE,0,0,FALSE,54,Wendy Smith-OBrien,2702,M,48,6,FALSE,2105,FALSE
Camberwell,4 Ada St,3,h,2250000,S,O'Donoghues,16/04/2016,7.8,3124,2,2,656,225,2009,Boroondara City Council,-37.841,145.0824,Southern Metropolitan,8920,FALSE,FALSE,TRUE,32056,TRUE,0,0,FALSE,119,Errardy Paloura,2705,F,40,0,FALSE,2108,FALSE
Camberwell,591 Camberwell Rd,2,h,895000,PI,O'Donoghues,16/04/2016,7.8,3124,1,1,424,95,1930,Boroondara City Council,-37.8465,145.0743,Southern Metropolitan,8920,FALSE,FALSE,TRUE,8798,TRUE,0,0,FALSE,119,Samantha Nelson,2707,F,72,0,FALSE,2110,FALSE
Camberwell,5 Cooloongatta Rd,3,h,1800000,SP,Marshall,16/04/2016,7.8,3124,2,0,584,213,1920,Boroondara City Council,-37.8349,145.0758,Southern Metropolitan,8920,FALSE,FALSE,FALSE,24220,TRUE,0,0,FALSE,13,Jillian Fields,2708,F,27,0,FALSE,2111,FALSE
Camberwell,2/25 Hazel St,2,u,900000,S,Jellis,17/09/2016,7.8,3124,1,1,150,88,1970,Boroondara City Council,-37.8438,145.066,Southern Metropolitan,8920,TRUE,FALSE,FALSE,17421,TRUE,0,0,FALSE,1,Kevin Bolton,2713,F,86,0,FALSE,2116,FALSE
Camberwell,18 Middle Rd,5,h,2700000,VB,Jellis,17/09/2016,7.8,3124,3,2,802,317,1994,Boroondara City Council,-37.8442,145.0578,Southern Metropolitan,8920,FALSE,TRUE,TRUE,4306,TRUE,0,0,FALSE,1,Michele Goodwin MD,2714,M,59,0,TRUE,2117,FALSE
Camberwell,15 Hollsmoor Rd,4,h,2228000,S,Jellis,18/03/2017,7.8,3124,2,2,813,163,1960,Boroondara City Council,-37.8405,145.0903,Southern Metropolitan,8920,FALSE,FALSE,TRUE,16290,TRUE,0,0,FALSE,1,April Campbell,2721,M,26,0,TRUE,2124,FALSE
Camberwell,6 Wilson Gr,3,h,1602500,S,Lindellas,18/03/2017,7.8,3124,1,1,405,102,1930,Boroondara City Council,-37.8448,145.071,Southern Metropolitan,8920,FALSE,TRUE,TRUE,12233,TRUE,0,0,FALSE,77,Miss Frances Harrison,2726,F,81,0,FALSE,2129,FALSE
Camberwell,13 Smith Rd,3,h,2177000,S,Kay,22/08/2016,7.8,3124,1,2,635,130,1920,Boroondara City Council,-37.8454,145.0707,Southern Metropolitan,8920,TRUE,FALSE,TRUE,33935,TRUE,0,0,FALSE,11,Kevin Beard,2751,F,70,0,FALSE,2154,FALSE
Camberwell,68 Bowen St,3,h,3400000,S,Jellis,25/02/2017,7.8,3124,2,4,877,146,1960,Boroondara City Council,-37.8437,145.0623,Southern Metropolitan,8920,TRUE,FALSE,TRUE,8338,TRUE,0,1,FALSE,1,Robert Jensen,2757,F,67,1,FALSE,2160,FALSE
Camberwell,26 Hunter Rd,3,h,2105000,S,Fletchers,25/02/2017,7.8,3124,1,2,692,164,1940,Boroondara City Council,-37.8379,145.0849,Southern Metropolitan,8920,FALSE,FALSE,TRUE,5799,TRUE,0,0,FALSE,54,Jared Bradford,2763,F,41,0,FALSE,2166,FALSE
Camberwell,6 Judd St,3,t,1625000,S,Jellis,25/02/2017,7.8,3124,2,2,283,160,1990,Boroondara City Council,-37.8362,145.064,Southern Metropolitan,8920,TRUE,FALSE,FALSE,14623,TRUE,2,0,FALSE,1,Stavros Petrakis,2765,F,81,5,FALSE,2168,FALSE
Camberwell,16A Waterloo St,3,h,3300000,S,Kay,25/02/2017,7.8,3124,3,2,417,220,2016,Boroondara City Council,-37.831,145.0621,Southern Metropolitan,8920,TRUE,FALSE,TRUE,24579,TRUE,0,0,FALSE,11,Natalie Chaney,2769,F,41,0,TRUE,2172,FALSE
Camberwell,29 Kalang Rd,4,h,2015000,S,Jellis,27/11/2016,7.8,3124,1,4,772,145,1920,Boroondara City Council,-37.8441,145.0806,Southern Metropolitan,8920,TRUE,TRUE,TRUE,22612,TRUE,0,0,FALSE,1,Kostas Gatzoyiannis,2780,M,67,0,FALSE,2183,FALSE
Camberwell,1/28 Nevis St,2,u,700000,S,Marshall,27/11/2016,7.8,3124,1,1,631,75,1970,Boroondara City Council,-37.8434,145.081,Southern Metropolitan,8920,TRUE,FALSE,FALSE,248,TRUE,0,0,FALSE,13,Kimberly Jensen,2781,M,58,0,FALSE,2184,FALSE
Camberwell,25 Russell St,4,h,3225000,S,Marshall,27/11/2016,7.8,3124,3,1,632,270,1890,Boroondara City Council,-37.8244,145.064,Southern Metropolitan,8920,TRUE,FALSE,TRUE,28722,TRUE,0,0,FALSE,13,David Lopez,2783,F,60,0,FALSE,2186,FALSE
Camberwell,44 Athelstan Rd,5,h,3320000,SP,Weast,28/05/2016,7.8,3124,4,2,741,407,2009,Boroondara City Council,-37.8422,145.064,Southern Metropolitan,8920,TRUE,FALSE,TRUE,33700,TRUE,0,0,FALSE,121,Antipatus Nikotopoulos,2785,F,34,0,FALSE,2188,FALSE
Camberwell,2 Hazel St,5,h,2125000,PI,Marshall,28/05/2016,7.8,3124,3,2,603,282,1980,Boroondara City Council,-37.8437,145.069,Southern Metropolitan,8920,FALSE,FALSE,FALSE,26964,TRUE,0,0,FALSE,13,Kerry Burton,2788,M,56,0,TRUE,2191,FALSE
Camberwell,91 Radnor St,4,h,2030000,S,Jellis,28/05/2016,7.8,3124,2,2,686,210,1960,Boroondara City Council,-37.8458,145.0611,Southern Metropolitan,8920,FALSE,FALSE,TRUE,2605,TRUE,0,0,FALSE,1,Sunday-Artemisia Kalogiannis,2791,F,31,0,FALSE,2194,FALSE
Camberwell,532 Burke Rd,4,h,2000000,VB,Noel,28/08/2016,7.8,3124,3,4,697,271,1980,Boroondara City Council,-37.836,145.056,Southern Metropolitan,8920,FALSE,FALSE,TRUE,24803,TRUE,0,0,FALSE,51,Ms Diane Newman,2794,M,74,0,TRUE,2197,FALSE
Camberwell,20 Kirkwood Dr,5,h,2740000,S,Fletchers,28/08/2016,7.8,3124,2,2,643,363,2005,Boroondara City Council,-37.8421,145.0719,Southern Metropolitan,8920,TRUE,FALSE,TRUE,1150,TRUE,0,0,FALSE,54,Raymond Robinson,2797,F,23,0,FALSE,2200,FALSE
Camberwell,114 Through Rd,3,h,1930000,S,Nelson,06/05/2017,7.8,3124,1,2,643,116,1920,Boroondara City Council,-37.8405,145.0924,Southern Metropolitan,8920,FALSE,TRUE,TRUE,17918,TRUE,0,0,FALSE,4,Kristin Jackson,12372,M,31,0,FALSE,11899,FALSE
Camberwell,29 Mabel St,4,h,2216000,S,Fletchers,08/04/2017,7.8,3124,2,0,670,176,1930,Boroondara City Council,-37.8378,145.089,Southern Metropolitan,8920,FALSE,TRUE,TRUE,7021,TRUE,0,0,FALSE,54,Jessica Guerra,12375,F,85,0,TRUE,11902,FALSE
Camberwell,21 Radnor St,4,h,2110000,S,Fletchers,08/04/2017,7.8,3124,1,3,572,150,1910,Boroondara City Council,-37.8411,145.062,Southern Metropolitan,8920,FALSE,FALSE,TRUE,32394,TRUE,0,0,FALSE,54,Latasha Zhang,12376,F,79,0,FALSE,11903,FALSE
Camberwell,20 Crellin Gr,2,h,1900000,S,Noel,13/05/2017,7.8,3124,1,3,633,134.3,1960,Boroondara City Council,-37.8427,145.0824,Southern Metropolitan,8920,TRUE,TRUE,TRUE,33521,TRUE,0,0,FALSE,51,Kim Martin,12381,F,39,0,FALSE,11908,FALSE
Camberwell,72 Hunter Rd,3,h,1620000,S,Jellis,13/05/2017,7.8,3124,2,2,575,155,2000,Boroondara City Council,-37.8378,145.0909,Southern Metropolitan,8920,FALSE,FALSE,TRUE,31536,TRUE,0,0,FALSE,1,April Chambers,12383,M,71,1,FALSE,11910,FALSE
Camberwell,6 Kingsley St,4,h,3550000,S,Marshall,13/05/2017,7.8,3124,2,1,790,251,1890,Boroondara City Council,-37.8269,145.0661,Southern Metropolitan,8920,FALSE,FALSE,FALSE,17275,TRUE,0,0,FALSE,13,Douglas Calderon,12384,M,49,5,TRUE,11911,FALSE
Camberwell,21 Avenue Rd,3,h,1905000,S,Marshall,20/05/2017,7.8,3124,1,2,400,145,1890,Boroondara City Council,-37.8333,145.0616,Southern Metropolitan,8920,TRUE,FALSE,TRUE,25475,TRUE,0,0,FALSE,13,Mary Franco,12390,F,74,0,TRUE,11918,FALSE
Camberwell,30 Moorhouse St,4,h,2990000,S,Marshall,20/05/2017,7.8,3124,2,2,742,280,1997,Boroondara City Council,-37.8284,145.0673,Southern Metropolitan,8920,FALSE,FALSE,FALSE,22260,TRUE,0,0,FALSE,13,Jared Guzman,12393,F,90,0,TRUE,11921,FALSE
Camberwell,1/16 Dower St,3,u,835000,S,Marshall,29/04/2017,7.8,3124,1,1,112,85,1960,Boroondara City Council,-37.8378,145.0949,Southern Metropolitan,8920,TRUE,FALSE,FALSE,22580,TRUE,0,3,FALSE,13,Jasmine Grimes,12398,F,35,0,TRUE,11926,TRUE
Camberwell,6/9 Eddy St,2,u,677000,S,Noel,01/07/2017,7.7,3124,1,1,131,76,1975,Boroondara City Council,-37.84716,145.07351,Southern Metropolitan,8920,TRUE,FALSE,FALSE,11063,TRUE,0,0,FALSE,51,Jon Curtis,14127,F,78,0,FALSE,13688,TRUE
Camberwell,4/924 Toorak Rd,3,t,1320000,PI,Bekdon,01/07/2017,7.7,3124,2,2,227,223,2006,Boroondara City Council,-37.84689,145.05863,Southern Metropolitan,8920,FALSE,FALSE,FALSE,19298,TRUE,2,0,FALSE,73,Makarios Rissavas,14130,M,38,0,FALSE,13691,FALSE
Camberwell,1065 Toorak Rd,5,h,2361000,SP,Fletchers,17/06/2017,7.7,3124,3,2,844,203,1920,Boroondara City Council,-37.84753,145.07198,Southern Metropolitan,8920,TRUE,FALSE,TRUE,8801,TRUE,0,0,FALSE,54,Kikelia Kantaaridou,15332,M,38,0,TRUE,14914,FALSE
Camberwell,2/4 Tyne St,3,h,1290000,VB,Jellis,27/05/2017,7.7,3124,2,2,321,195.0964,1997,Boroondara City Council,-37.84627,145.08366,Southern Metropolitan,8920,TRUE,FALSE,TRUE,11707,TRUE,0,1,FALSE,1,Kalogiannakis,16557,F,58,5,FALSE,16173,FALSE
Camberwell,5/26 Cornell St,2,u,755000,S,hockingstuart,08/07/2017,7.7,3124,1,1,92,82.6,1960,Boroondara City Council,-37.8401,145.09113,Southern Metropolitan,8920,TRUE,FALSE,FALSE,9027,TRUE,0,0,FALSE,14,Tammy Gibson,17233,F,62,5,TRUE,16868,FALSE
Camberwell,52 Ellsworth Cr,3,t,1280000,SP,Jellis,29/07/2017,7.7,3124,2,2,186,158,2014,Boroondara City Council,-37.84143,145.08705,Southern Metropolitan,8920,TRUE,FALSE,FALSE,21269,TRUE,2,0,FALSE,1,Lindsey Farley,19049,F,48,0,FALSE,18735,FALSE
Camberwell,6 Regent St,4,h,2500000,VB,Fletchers,29/07/2017,7.7,3124,2,3,947,225,1930,Boroondara City Council,-37.84403,145.09545,Southern Metropolitan,8920,FALSE,FALSE,TRUE,12883,TRUE,0,0,FALSE,54,Alexandria Williams,19052,M,80,0,FALSE,18738,FALSE
Camberwell,3/25 Thomas St,2,u,692500,S,Noel,03/09/2017,7.7,3124,1,1,145,72,1970,Boroondara City Council,-37.84197,145.09374,Southern Metropolitan,8920,TRUE,FALSE,FALSE,23558,TRUE,0,0,FALSE,51,Dr Terence Dyer,19556,F,68,0,FALSE,19250,FALSE
Camberwell,9 Lofty Av,5,h,2450000,VB,Jellis,16/09/2017,7.7,3124,3,2,570,239,1926,Boroondara City Council,-37.84136,145.08149,Southern Metropolitan,8920,FALSE,FALSE,TRUE,24272,TRUE,0,0,FALSE,1,Argyrios Vitsaxis,20716,F,54,0,TRUE,20445,FALSE
Camberwell,3 Wiringa Av,5,h,2800000,VB,Marshall,23/09/2017,7.7,3124,2,2,768,254,1990,Boroondara City Council,-37.83825,145.08163,Southern Metropolitan,8920,FALSE,FALSE,TRUE,6990,TRUE,0,0,FALSE,13,Robert Anderson,3593,M,48,0,TRUE,21714,FALSE
Camberwell,16 Crellin Gr,5,h,2235000,SP,Buxton,7/10/2017,7.7,3124,3,1,600,291,1935,Boroondara City Council,-37.84265,145.08199,Southern Metropolitan,8920,TRUE,FALSE,FALSE,12167,TRUE,0,0,FALSE,28,Louis Kent,23192,F,55,0,FALSE,23026,FALSE
Camberwell,1 Westbourne Gr,4,h,1870000,S,Fletchers,7/10/2017,7.7,3124,3,0,588,189,1925,Boroondara City Council,-37.83411,145.06916,Southern Metropolitan,8920,FALSE,FALSE,TRUE,24911,TRUE,0,0,FALSE,54,Charles Mcdonald,23195,F,42,0,TRUE,23029,FALSE
Camberwell,2 Fairview Av,4,h,1700000,VB,Greg,14/10/2017,7.7,3124,2,2,608,119,1940,Boroondara City Council,-37.84954,145.0924,Southern Metropolitan,8920,TRUE,FALSE,TRUE,28522,TRUE,0,0,FALSE,8,Adrian Thompson,23804,F,34,0,FALSE,23667,FALSE
Camberwell,36 Morey St,5,h,2540000,S,Marshall,28/10/2017,7.7,3124,3,2,730,332,2009,Boroondara City Council,-37.84159,145.09606,Southern Metropolitan,8920,FALSE,FALSE,FALSE,17121,TRUE,0,3,FALSE,13,Victoria Hicks,25220,F,70,0,FALSE,25139,FALSE
Camberwell,643 Riversdale Rd,5,h,2230000,SP,Marshall,18/11/2017,7.7,3124,2,3,572,215,1918,Boroondara City Council,-37.8326,145.0685,Southern Metropolitan,8920,TRUE,FALSE,TRUE,28439,TRUE,0,0,FALSE,13,Aristotle Danzis,27015,F,50,0,TRUE,27016,FALSE
Camberwell,13 Webster St,4,t,1890000,S,Jellis,18/11/2017,7.7,3124,3,2,342,268,,Boroondara City Council,-37.8366,145.095,Southern Metropolitan,8920,FALSE,FALSE,FALSE,7576,TRUE,1,0,FALSE,1,Express Reader,27016,F,41,0,TRUE,27017,FALSE
Camberwell,23 Acheron Av,5,h,1660000,S,Jellis,9/12/2017,7.7,3124,3,2,975,129,1920,Boroondara City Council,-37.84184,145.06585,Southern Metropolitan,8920,FALSE,TRUE,TRUE,22901,TRUE,0,0,FALSE,1,Rhonda Henderson,29434,M,77,0,FALSE,29568,FALSE
Camberwell,2 Bow Cr,3,h,1300000,S,RT,9/12/2017,7.7,3124,1,1,362,94,1900,Boroondara City Council,-37.82718,145.07,Southern Metropolitan,8920,TRUE,FALSE,FALSE,14312,TRUE,0,0,FALSE,29,Hercules Balaska,29435,F,76,0,FALSE,29569,FALSE
Camberwell,37 Kalang Rd,3,h,1625000,S,RT,9/12/2017,7.7,3124,1,2,487,150,1940,Boroondara City Council,-37.8442,145.08142,Southern Metropolitan,8920,FALSE,FALSE,TRUE,19481,TRUE,0,0,FALSE,29,Brittany Blevins,29439,M,63,0,FALSE,29573,FALSE
Camberwell,18 Bethela St,4,h,2175000,VB,Jellis,03/03/2018,7.7,3124,2,3,616,188,1930,Boroondara City Council,-37.84717,145.09062,Southern Metropolitan,8920,TRUE,FALSE,TRUE,1070,TRUE,0,0,FALSE,1,Kurt Russell,30775,F,73,0,TRUE,30974,FALSE
Camberwell,3 Lesley St,4,h,2200000,PI,Noel,03/03/2018,7.7,3124,2,4,944,242,1950,Boroondara City Council,-37.84593,145.09538,Southern Metropolitan,8920,FALSE,FALSE,FALSE,1537,TRUE,0,0,FALSE,51,Anne Hayes,30781,F,56,0,FALSE,30980,FALSE
Camberwell,5 Maple Cr,4,h,2175000,S,Marshall,03/03/2018,7.7,3124,2,2,701,197,1930,Boroondara City Council,-37.84003,145.0691,Southern Metropolitan,8920,FALSE,FALSE,TRUE,1030,TRUE,0,0,FALSE,13,Jordan Lopez,30782,F,60,0,TRUE,30981,FALSE
Camberwell,29 Dominic St,4,h,2650000,PI,RT,17/02/2018,7.7,3124,2,2,791,221,1930,Boroondara City Council,-37.83704,145.08336,Southern Metropolitan,8920,TRUE,FALSE,TRUE,5129,TRUE,0,0,FALSE,29,Dr Kim Parry,31668,M,68,0,TRUE,31915,FALSE
Camberwell,2 Lyric Gr,5,h,2420000,PI,Marshall,17/02/2018,7.7,3124,2,3,930,248,1930,Boroondara City Council,-37.83924,145.06768,Southern Metropolitan,8920,FALSE,FALSE,FALSE,34812,TRUE,0,0,FALSE,13,Dr. Tarif Toukan,31669,F,76,0,FALSE,31916,FALSE
Camberwell,144 Warrigal Rd,5,h,1550000,SP,Garvey,17/02/2018,7.7,3124,2,2,780,200,1970,Boroondara City Council,-37.84064,145.09714,Southern Metropolitan,8920,FALSE,FALSE,TRUE,1682,TRUE,0,0,FALSE,118,Cameron Pruitt,31671,M,52,0,FALSE,31918,FALSE
Camberwell,7 Aisbett Av,4,h,2100000,VB,Marshall,17/03/2018,7.7,3124,3,3,772,249,1940,Boroondara City Council,-37.84824,145.08901,Southern Metropolitan,8920,FALSE,FALSE,TRUE,18984,TRUE,0,0,FALSE,13,Pindaros-Gigantios Repos,32267,F,32,0,FALSE,32543,FALSE
Camberwell,2/2 Garden Rd,3,h,1430000,S,Marshall,17/03/2018,7.7,3124,3,2,219,189,2013,Boroondara City Council,-37.84406,145.09005,Southern Metropolitan,8920,FALSE,TRUE,TRUE,12159,TRUE,0,0,FALSE,13,Emily Duran,32270,F,67,0,FALSE,32546,FALSE
Camberwell,641 Riversdale Rd,4,h,2100000,VB,Marshall,17/03/2018,7.7,3124,2,2,572,235,1915,Boroondara City Council,-37.83252,145.06832,Southern Metropolitan,8920,FALSE,FALSE,TRUE,22491,TRUE,0,0,FALSE,13,Karamis Tsarkos,32275,M,41,0,TRUE,32552,FALSE
Camberwell,30 Fairview Av,2,h,1550000,VB,Marshall,24/02/2018,7.7,3124,2,2,606,118,1930,Boroondara City Council,-37.84764,145.09273,Southern Metropolitan,8920,FALSE,FALSE,TRUE,32233,TRUE,0,0,FALSE,13,High-duplicated,33154,F,37,0,TRUE,33471,FALSE
Camberwell,44 Moorhouse St,3,h,1550000,VB,Marshall,24/02/2018,7.7,3124,2,2,968,172,2007,Boroondara City Council,-37.82901,145.06714,Southern Metropolitan,8920,TRUE,FALSE,TRUE,13123,TRUE,0,0,FALSE,13,Christopher Collier,33157,F,44,0,FALSE,33474,FALSE
Camberwell,20 Morey St,4,h,2700000,S,The,24/02/2018,7.7,3124,4,4,1071,209,1950,Boroondara City Council,-37.84136,145.09452,Southern Metropolitan,8920,TRUE,FALSE,TRUE,24826,TRUE,0,0,FALSE,314,Diogenes Makris,18459,F,37,0,FALSE,33475,FALSE
Camberwell,11 Outlook Dr,4,h,1625000,S,Jellis,24/02/2018,7.7,3124,2,2,650,187,1940,Boroondara City Council,-37.84865,145.09152,Southern Metropolitan,8920,FALSE,FALSE,TRUE,3417,TRUE,0,0,FALSE,1,Melina Georgoula,33158,F,72,0,TRUE,33476,FALSE
Campbellfield,2 Augusta Av,4,h,650000,VB,Raine,19/08/2017,16.6,3061,2,4,688,175,1970,Hume City Council,-37.6714,144.95458,Northern Metropolitan,1889,TRUE,FALSE,TRUE,2022,TRUE,0,0,FALSE,56,Jay Robinson-Wilson,21398,F,32,0,TRUE,21153,FALSE
Campbellfield,6 Stewart Gr,4,h,666000,S,YPA,28/10/2017,16.6,3061,2,2,575,162,1960,Hume City Council,-37.66949,144.95399,Northern Metropolitan,1889,FALSE,FALSE,FALSE,30375,TRUE,0,0,FALSE,102,Karen Phillips,25231,M,46,8,FALSE,25151,FALSE
Canterbury,18 Irilbarra Rd,4,h,2950000,S,Marshall,03/09/2016,9,3126,2,2,687,215,1935,Boroondara City Council,-37.8186,145.0706,Southern Metropolitan,3265,TRUE,FALSE,TRUE,1747,TRUE,0,2,FALSE,13,Thrasyvoulos Lafatzis,2805,F,71,0,FALSE,2208,FALSE
Canterbury,33 Myrtle Rd,3,h,1587500,S,Marshall,3/12/2016,9,3126,1,1,459,130,1920,Boroondara City Council,-37.8265,145.072,Southern Metropolitan,3265,FALSE,FALSE,TRUE,22871,TRUE,0,0,FALSE,13,Amber Booth,2808,F,60,0,FALSE,2211,FALSE
Canterbury,1/17 Chatham Rd,4,t,1550000,PI,Noel,04/03/2017,9,3126,2,4,318,232,,Boroondara City Council,-37.822,145.0864,Southern Metropolitan,3265,FALSE,FALSE,FALSE,1426,TRUE,2,0,FALSE,51,Douglas Bruce,2811,F,84,0,TRUE,2214,FALSE
Canterbury,3/13 Wattle Valley Rd,2,u,830000,S,Century,04/06/2016,9,3126,1,1,110,83,1960,Boroondara City Council,-37.8264,145.0824,Southern Metropolitan,3265,FALSE,FALSE,FALSE,30200,TRUE,0,0,FALSE,84,Karen Thomas,2818,F,85,0,FALSE,2221,FALSE
Canterbury,2 McGregor St,4,h,2375000,S,Jellis,07/05/2016,9,3126,2,1,653,229,1910,Boroondara City Council,-37.8292,145.0852,Southern Metropolitan,3265,TRUE,FALSE,TRUE,14512,TRUE,0,0,FALSE,1,Robert Mullins,2821,M,65,0,FALSE,2224,FALSE
Canterbury,31 Rubens Gr,5,h,2900000,PI,Jellis,07/05/2016,9,3126,2,2,795,297,1910,Boroondara City Council,-37.8181,145.0668,Southern Metropolitan,3265,FALSE,TRUE,TRUE,16254,TRUE,0,0,FALSE,1,Cameron Gill,2822,M,89,0,TRUE,2225,FALSE
Canterbury,42 Warburton Rd,3,h,2200000,VB,Noel,07/05/2016,9,3126,3,2,468,148,1890,Boroondara City Council,-37.8264,145.0741,Southern Metropolitan,3265,FALSE,FALSE,TRUE,15465,TRUE,0,0,FALSE,51,Brian Greene,2824,M,66,0,FALSE,2227,FALSE
Canterbury,5 Margaret St,4,h,2620000,S,Marshall,7/11/2016,9,3126,1,1,717,235,1890,Boroondara City Council,-37.8266,145.0849,Southern Metropolitan,3265,FALSE,FALSE,TRUE,22012,TRUE,0,0,FALSE,13,Mohammed Al Tamimi,2825,M,62,0,FALSE,2228,FALSE
Canterbury,5 Dorothea St,2,h,1305000,S,Jellis,8/10/2016,9,3126,1,1,342,104,1945,Boroondara City Council,-37.8326,145.081,Southern Metropolitan,3265,TRUE,FALSE,FALSE,17715,TRUE,0,0,FALSE,1,Todd Martin,2826,F,83,0,FALSE,2229,FALSE
Canterbury,1b Daphne St,3,h,928000,S,Fletchers,10/09/2016,9,3126,2,1,145,140,1998,Boroondara City Council,-37.8233,145.0769,Southern Metropolitan,3265,FALSE,FALSE,FALSE,13773,TRUE,0,0,FALSE,54,Laura Mills,2828,F,73,0,TRUE,2231,FALSE
Canterbury,13 Byron St,5,h,2930000,S,Jellis,10/12/2016,9,3126,3,4,645,222,2005,Boroondara City Council,-37.8317,145.0738,Southern Metropolitan,3265,TRUE,FALSE,TRUE,34028,TRUE,0,0,FALSE,1,Martin Fleming,2830,M,35,0,TRUE,2233,FALSE
Canterbury,21 Compton St,4,h,2950000,PI,Jellis,10/12/2016,9,3126,2,3,812,173,1927,Boroondara City Council,-37.8323,145.0842,Southern Metropolitan,3265,TRUE,FALSE,FALSE,348,TRUE,0,0,FALSE,1,Samantha Lee,2831,F,37,0,FALSE,2234,FALSE
Canterbury,8 Dudley Pde,5,h,2350000,VB,Jellis,15/10/2016,9,3126,2,4,838,282,1910,Boroondara City Council,-37.8252,145.0721,Southern Metropolitan,3265,FALSE,FALSE,TRUE,22335,TRUE,0,0,FALSE,1,Eleftherios Raidoulis,2837,F,21,0,FALSE,2240,FALSE
Canterbury,21 Marden St,3,h,1640000,PI,Marshall,15/10/2016,9,3126,3,2,352,207,1997,Boroondara City Council,-37.827,145.0737,Southern Metropolitan,3265,TRUE,FALSE,TRUE,30167,TRUE,0,0,FALSE,13,Casey Espinoza,2839,F,58,0,FALSE,2242,FALSE
Canterbury,47 Warburton Rd,3,h,1680000,S,Fletchers,17/09/2016,9,3126,2,1,325,197,1910,Boroondara City Council,-37.826,145.0729,Southern Metropolitan,3265,FALSE,FALSE,TRUE,4295,TRUE,0,0,FALSE,54,Marcus Reynolds,2841,F,25,0,FALSE,2244,FALSE
Canterbury,77 Highfield Rd,5,h,3550000,VB,RT,18/03/2017,9,3126,4,4,684,427,2013,Boroondara City Council,-37.832,145.0853,Southern Metropolitan,3265,FALSE,FALSE,TRUE,32375,TRUE,0,0,FALSE,29,Norman Ryan,2842,M,35,0,FALSE,2245,FALSE
Canterbury,17 Irilbarra Rd,4,h,3400000,S,Jellis,19/11/2016,9,3126,1,4,845,411,2008,Boroondara City Council,-37.8184,145.0702,Southern Metropolitan,3265,TRUE,FALSE,TRUE,5450,TRUE,0,0,FALSE,1,Sally Pitts,2844,M,43,0,TRUE,2247,FALSE
Canterbury,12a View St,3,h,1850000,PI,Marshall,26/07/2016,9,3126,2,2,361,216,1995,Boroondara City Council,-37.8206,145.0785,Southern Metropolitan,3265,FALSE,FALSE,TRUE,33724,TRUE,0,0,FALSE,13,Mr. Salem Al Tamimi,2851,F,90,8,TRUE,2254,FALSE
Canterbury,35 Myrtle Rd,4,h,3145000,S,RW,27/11/2016,9,3126,2,2,796,276,2012,Boroondara City Council,-37.8266,145.072,Southern Metropolitan,3265,FALSE,FALSE,TRUE,22479,TRUE,0,0,FALSE,67,Lucianos Vahaethianakis,2858,M,24,1,TRUE,2261,FALSE
Canterbury,17 View St,3,h,3725000,S,Marshall,13/05/2017,9,3126,2,2,857,250,,Boroondara City Council,-37.8203,145.0785,Southern Metropolitan,3265,FALSE,FALSE,TRUE,18107,TRUE,0,0,FALSE,13,Carrie Stewart,12410,F,86,0,TRUE,11938,FALSE
Canterbury,2/42 Faversham Rd,2,u,850000,PI,Fletchers,03/06/2017,8.4,3126,1,1,116,85,1960,Boroondara City Council,-37.82012,145.08526,Southern Metropolitan,3265,FALSE,FALSE,FALSE,32131,TRUE,0,0,FALSE,54,Billy Torres,14681,F,20,0,FALSE,14249,FALSE
